R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.3017241379310345,0.05459770114942529,0.06465517241379311,0.10344827586206896
3,0.03089080459770115,0.010775862068965518,0.010775862068965518,0.020833333333333332
4,0.020833333333333332,0.009339080459770116,0.011494252873563218,0.010775862068965518
5 6,0.11781609195402298,0.05316091954022988,0.04956896551724138,0.12931034482758622
