R:A::C:P,0 1,2 3 4 6,5
0 1,0.5,0.24659400544959129,0.17647058823529413
2 3 4 6,0.4405737704918033,0.6798365122615804,0.7470588235294118
5,0.05942622950819672,0.07356948228882834,0.07647058823529412
