R:A::C:P,0,1 3,2,4 6,5
0,0.40476190476190477,0.11864406779661017,0.08,0.3181818181818182,0.18181818181818182
1 3,0.42857142857142855,0.559322033898305,0.52,0.36363636363636365,0.45454545454545453
2,0.09523809523809523,0.2542372881355932,0.32,0.13636363636363635,0.36363636363636365
4 6,0.047619047619047616,0.05084745762711865,0.04,0.13636363636363635,0.0
5,0.023809523809523808,0.01694915254237288,0.04,0.045454545454545456,0.0
