R:A::C:P,0 1,2 3 4 6,5
0 1,0.504424778761062,0.4557522123893805,0.03982300884955752
2 3 4 6,0.2556390977443609,0.6466165413533834,0.09774436090225563
5,0.23529411764705882,0.5882352941176471,0.17647058823529413
