R:A::C:P,0 1,2,3 4 5,6
0 1,0.776595744680851,0.5909090909090909,0.5185185185185185,0.5357142857142857
2,0.1595744680851064,0.22727272727272727,0.2345679012345679,0.35714285714285715
3 4 5,0.0425531914893617,0.18181818181818182,0.19753086419753085,0.10714285714285714
6,0.02127659574468085,0.0,0.04938271604938271,0.0
