R:A::C:P,antag,fool,protag
antag,0.11494252873563218,0.011494252873563218,0.20689655172413793
fool,0.04597701149425287,0.1839080459770115,0.034482758620689655
protag,0.10344827586206896,0.04597701149425287,0.25287356321839083
