R:A::C:P,0,1 3 5,2,4,6
0,0.2153846153846154,0.11557788944723618,0.10638297872340426,0.08620689655172414,0.044444444444444446
1 3 5,0.5846153846153846,0.5276381909547738,0.5425531914893617,0.603448275862069,0.4222222222222222
2,0.13076923076923078,0.25125628140703515,0.2553191489361702,0.1724137931034483,0.2222222222222222
4,0.023076923076923078,0.05025125628140704,0.05319148936170213,0.0,0.13333333333333333
6,0.046153846153846156,0.05527638190954774,0.0425531914893617,0.13793103448275862,0.17777777777777778
