R:A::C:P,0,1 3 5,2,4,6
0,0.4117647058823529,0.3382352941176471,0.14705882352941177,0.07352941176470588,0.029411764705882353
1 3 5,0.26573426573426573,0.36713286713286714,0.17832167832167833,0.12237762237762238,0.06643356643356643
2,0.15315315315315314,0.45045045045045046,0.21621621621621623,0.09009009009009009,0.09009009009009009
4,0.125,0.4166666666666667,0.20833333333333334,0.0,0.25
6,0.16216216216216217,0.2972972972972973,0.10810810810810811,0.21621621621621623,0.21621621621621623
