R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.5365853658536586,0.12195121951219512,0.07317073170731707,0.0975609756097561,0.17073170731707318
1,0.32857142857142857,0.2571428571428571,0.15714285714285714,0.17142857142857143,0.08571428571428572
2,0.29411764705882354,0.11764705882352941,0.23529411764705882,0.3235294117647059,0.029411764705882353
3,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857
4,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855
