R:A::C:P,0 1 3 6,2,4 5
0 1 3 6,0.640295358649789,0.10654008438818566,0.25316455696202533
2,0.6036363636363636,0.14909090909090908,0.24727272727272728
4 5,0.5384615384615384,0.15384615384615385,0.3076923076923077
