R:A::C:P,0 1 3 6,2,4 5
0 1 3 6,0.7025462962962963,0.6011904761904762,0.6666666666666666
2,0.19212962962962962,0.24404761904761904,0.18888888888888888
4 5,0.10532407407407407,0.15476190476190477,0.14444444444444443
