R:A::C:P,0,1,2,3,4 5 6
0,0.5,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.21428571428571427
1,0.2894736842105263,0.12280701754385964,0.19298245614035087,0.11403508771929824,0.2807017543859649
2,0.12962962962962962,0.14814814814814814,0.18518518518518517,0.14814814814814814,0.3888888888888889
3,0.0,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333
4 5 6,0.16,0.04,0.2,0.28,0.32
