R:A::C:P,0 6,1,2 5,3,4
0 6,0.26881720430107525,0.20689655172413793,0.1,0.17142857142857143,0.16666666666666666
1,0.4838709677419355,0.4827586206896552,0.48333333333333334,0.37142857142857144,0.43333333333333335
2 5,0.21505376344086022,0.27586206896551724,0.3,0.2857142857142857,0.2
3,0.010752688172043012,0.034482758620689655,0.08333333333333333,0.11428571428571428,0.03333333333333333
4,0.021505376344086023,0.0,0.03333333333333333,0.05714285714285714,0.16666666666666666
