R:A::C:P,0 6,1,2 5,3,4
0 6,0.10121457489878542,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.020242914979757085
1,0.18218623481781376,0.05668016194331984,0.11740890688259109,0.05263157894736842,0.05263157894736842
2 5,0.08097165991902834,0.032388663967611336,0.0728744939271255,0.04048582995951417,0.024291497975708502
3,0.004048582995951417,0.004048582995951417,0.020242914979757085,0.016194331983805668,0.004048582995951417
4,0.008097165991902834,0.0,0.008097165991902834,0.008097165991902834,0.020242914979757085
