R:A::C:P,0 2,1 3 5 6,4
0 2,0.35267857142857145,0.3483606557377049,0.25862068965517243
1 3 5 6,0.6116071428571429,0.5860655737704918,0.7413793103448276
4,0.03571428571428571,0.06557377049180328,0.0
