R:A::C:P,0 1,2,3,4 5 6
0 1,0.4702549575070821,0.11614730878186968,0.10198300283286119,0.311614730878187
2,0.313953488372093,0.1744186046511628,0.13953488372093023,0.37209302325581395
3,0.24,0.18,0.18,0.4
4 5 6,0.24757281553398058,0.1262135922330097,0.1262135922330097,0.5
