R:A::C:P,0 1,2,3,4 5 6
0 1,0.5865724381625441,0.3867924528301887,0.37894736842105264,0.37037037037037035
2,0.19081272084805653,0.2830188679245283,0.25263157894736843,0.21548821548821548
3,0.04240282685512368,0.08490566037735849,0.09473684210526316,0.06734006734006734
4 5 6,0.18021201413427562,0.24528301886792453,0.2736842105263158,0.3468013468013468
