R:A::C:P,0 4 6,1 3,2,5
0 4 6,0.6590909090909091,0.22727272727272727,0.06818181818181818,0.045454545454545456
1 3,0.33766233766233766,0.42857142857142855,0.16883116883116883,0.06493506493506493
2,0.20588235294117646,0.4411764705882353,0.23529411764705882,0.11764705882352941
5,0.5,0.25,0.25,0.0
