R:A::C:P,0,1 2,3 4 5 6
0,0.029449423815621,0.024327784891165175,0.03969270166453265
1 2,0.10627400768245839,0.21254801536491677,0.2599231754161332
3 4 5 6,0.03841229193341869,0.08706786171574904,0.2023047375160051
