R:A::C:P,0,1 2,3 4 5 6
0,0.3150684931506849,0.2602739726027397,0.4246575342465753
1 2,0.1836283185840708,0.3672566371681416,0.4491150442477876
3 4 5 6,0.1171875,0.265625,0.6171875
