R:A::C:P,0 5,1,2 3 4 6
0 5,0.3389830508474576,0.13559322033898305,0.1457286432160804
1,0.4322033898305085,0.5254237288135594,0.4221105527638191
2 3 4 6,0.2288135593220339,0.3389830508474576,0.4321608040201005
