R:A::C:P,antag,fool,other,protag
antag,0.024390243902439025,0.01845018450184502,0.0069084628670120895,0.04067796610169491
fool,0.009146341463414634,0.04797047970479705,0.0051813471502590676,0.013559322033898305
other,0.9390243902439024,0.9114391143911439,0.9879101899827288,0.8779661016949153
protag,0.027439024390243903,0.02214022140221402,0.0,0.06779661016949153
