R:A::C:P,0,1 6,2,3,4 5
0,0.12598425196850394,0.04861111111111111,0.041666666666666664,0.016853932584269662,0.030555555555555555
1 6,0.5551181102362205,0.6134259259259259,0.47023809523809523,0.5,0.55
2,0.15354330708661418,0.2037037037037037,0.24404761904761904,0.21910112359550563,0.18888888888888888
3,0.06692913385826772,0.05555555555555555,0.08928571428571429,0.08426966292134831,0.08611111111111111
4 5,0.0984251968503937,0.0787037037037037,0.15476190476190477,0.1797752808988764,0.14444444444444443
