R:A::C:P,0,1 6,2,3,4 5
0,0.43243243243243246,0.28378378378378377,0.0945945945945946,0.04054054054054054,0.14864864864864866
1 6,0.18264248704663213,0.3432642487046632,0.10233160621761658,0.11528497409326424,0.25647668393782386
2,0.14181818181818182,0.32,0.14909090909090908,0.14181818181818182,0.24727272727272728
3,0.16666666666666666,0.23529411764705882,0.14705882352941177,0.14705882352941177,0.30392156862745096
4 5,0.14792899408284024,0.20118343195266272,0.15384615384615385,0.1893491124260355,0.3076923076923077
