R:A::C:P,0,1 2 4,3 5 6
0,0.43243243243243246,0.43243243243243246,0.13513513513513514
1 2 4,0.1906721536351166,0.4828532235939643,0.32647462277091904
3 5 6,0.14091680814940577,0.3531409168081494,0.5059422750424448
