R:A::C:P,0 1 5 6,2,3 4
0 1 5 6,0.6475583864118896,0.10191082802547771,0.2505307855626327
2,0.5854545454545454,0.14909090909090908,0.26545454545454544
3 4,0.4857142857142857,0.17714285714285713,0.33714285714285713
