name,AA,AE,AH,AO,AW,AY,EH,ER,EY,IH,IY,OW,OY,UH,UW
1H4_Archbishop,0.034375,0.0375,0.278125,0.059375,0.021875,0.059375,0.096875,0.071875,0.040625,0.1375,0.053125,0.028125,0.0,0.009375,0.071875
1H4_Bardolph,0.0759493670886076,0.05063291139240506,0.2109704641350211,0.06751054852320675,0.02109704641350211,0.08438818565400844,0.08438818565400844,0.046413502109704644,0.046413502109704644,0.10970464135021098,0.07172995780590717,0.03375527426160337,0.0,0.004219409282700422,0.09282700421940929
1H4_Blunt,0.05434782608695652,0.08152173913043478,0.2418478260869565,0.051630434782608696,0.021739130434782608,0.04891304347826087,0.08967391304347826,0.057065217391304345,0.043478260869565216,0.12771739130434784,0.08423913043478261,0.019021739130434784,0.002717391304347826,0.01358695652173913,0.0625
1H4_Chamberlain,0.04519774011299435,0.11299435028248588,0.22598870056497175,0.07344632768361582,0.01694915254237288,0.06779661016949153,0.05084745762711865,0.05084745762711865,0.05649717514124294,0.12429378531073447,0.062146892655367235,0.05084745762711865,0.0,0.011299435028248588,0.05084745762711865
1H4_Douglas,0.057356608478802994,0.06982543640897755,0.22194513715710723,0.04987531172069826,0.04488778054862843,0.08229426433915212,0.06982543640897755,0.04488778054862843,0.02743142144638404,0.1745635910224439,0.07481296758104738,0.04987531172069826,0.0,0.004987531172069825,0.02743142144638404
1H4_Falstaff,0.05305867665418227,0.09534956304619226,0.21223470661672908,0.04884519350811486,0.033551810237203494,0.08614232209737828,0.0686641697877653,0.04962546816479401,0.04088639200998752,0.1229712858926342,0.08380149812734082,0.0366729088639201,0.0024968789013732834,0.016697877652933832,0.04900124843945069
1H4_Gadshill,0.03740648379052369,0.10723192019950124,0.20947630922693267,0.04488778054862843,0.029925187032418952,0.04738154613466334,0.059850374064837904,0.0773067331670823,0.07231920199501247,0.1172069825436409,0.0773067331670823,0.04239401496259352,0.0024937655860349127,0.012468827930174564,0.06234413965087282
1H4_Glendower,0.048143053645116916,0.07565337001375516,0.23658872077028886,0.06052269601100413,0.017881705639614855,0.07152682255845942,0.06602475928473177,0.06052269601100413,0.0453920220082531,0.12379642365887207,0.1031636863823934,0.023383768913342505,0.0,0.009628610729023384,0.0577716643741403
1H4_HenryIV,0.043832185347526614,0.06449592986850344,0.24358171571696932,0.04852849092047589,0.031934877896055106,0.056981840951784594,0.08328115216030056,0.06261740763932373,0.03318722604884158,0.13494051346274263,0.09549154664996869,0.03287413901064496,0.0031308703819661866,0.010958046336881654,0.05416405760801503
1H4_HenryV,0.05,0.08110687022900763,0.22557251908396947,0.052099236641221375,0.03816793893129771,0.07614503816793892,0.08091603053435115,0.05133587786259542,0.038740458015267175,0.1297709923664122,0.08301526717557252,0.03645038167938931,0.002480916030534351,0.012404580152671756,0.04179389312977099
1H4_Hotspur,0.051041865800038236,0.06346778818581533,0.22748996367807303,0.049703689543108394,0.02561651691837125,0.06977633339705601,0.07895239915886064,0.06442362836933664,0.0439686484419805,0.14222901930797172,0.0822022557828331,0.037086599120627034,0.0017205123303383673,0.01510227489963678,0.04721850506595297
1H4_LadyPercy,0.049484536082474224,0.06391752577319587,0.22061855670103092,0.049484536082474224,0.024742268041237112,0.10103092783505155,0.08247422680412371,0.04329896907216495,0.032989690721649485,0.12164948453608247,0.10309278350515463,0.03505154639175258,0.0,0.010309278350515464,0.061855670103092786
1H4_MistressQuickly,0.05739514348785872,0.0728476821192053,0.16777041942604856,0.0728476821192053,0.04856512141280353,0.11258278145695365,0.052980132450331126,0.05077262693156733,0.03532008830022075,0.08609271523178808,0.08609271523178808,0.06622516556291391,0.004415011037527594,0.02207505518763797,0.0640176600441501
1H4_Mortimer,0.048109965635738834,0.07903780068728522,0.23024054982817868,0.044673539518900345,0.024054982817869417,0.08075601374570447,0.07216494845360824,0.07731958762886598,0.030927835051546393,0.14604810996563575,0.0859106529209622,0.018900343642611683,0.001718213058419244,0.013745704467353952,0.04639175257731959
1H4_Northumberland,0.04932735426008968,0.053811659192825115,0.22869955156950672,0.06278026905829596,0.013452914798206279,0.06726457399103139,0.07174887892376682,0.04932735426008968,0.04932735426008968,0.18385650224215247,0.08520179372197309,0.017937219730941704,0.004484304932735426,0.02242152466367713,0.04035874439461883
1H4_Poins,0.045662100456621,0.1202435312024353,0.1872146118721461,0.0593607305936073,0.0365296803652968,0.0639269406392694,0.106544901065449,0.060882800608828,0.0273972602739726,0.1095890410958904,0.0821917808219178,0.0410958904109589,0.0045662100456621,0.0136986301369863,0.0410958904109589
1H4_TRAVELERS.CARRIERS.1,0.0972972972972973,0.0972972972972973,0.1945945945945946,0.016216216216216217,0.016216216216216217,0.08108108108108109,0.05945945945945946,0.05405405405405406,0.05945945945945946,0.13513513513513514,0.0918918918918919,0.03783783783783784,0.005405405405405406,0.02702702702702703,0.02702702702702703
1H4_TRAVELERS.CARRIERS.2,0.024844720496894408,0.08074534161490683,0.2484472049689441,0.06832298136645963,0.024844720496894408,0.08074534161490683,0.062111801242236024,0.043478260869565216,0.06832298136645963,0.12422360248447205,0.11801242236024845,0.018633540372670808,0.0,0.006211180124223602,0.031055900621118012
1H4_Vernon,0.04482758620689655,0.05517241379310345,0.2482758620689655,0.05517241379310345,0.017241379310344827,0.06551724137931035,0.0706896551724138,0.0706896551724138,0.04655172413793104,0.1724137931034483,0.07758620689655173,0.029310344827586206,0.0,0.006896551724137931,0.039655172413793106
1H4_Westmoreland,0.056022408963585436,0.05042016806722689,0.2549019607843137,0.0700280112044818,0.014005602240896359,0.05322128851540616,0.10364145658263306,0.04481792717086835,0.06442577030812324,0.12605042016806722,0.0700280112044818,0.0196078431372549,0.0,0.011204481792717087,0.06162464985994398
1H4_Worcester,0.0408505875769446,0.056519306099608285,0.24958030218242866,0.0621152770005596,0.024622271964185788,0.06155567991046446,0.0727476217123671,0.06659205372132065,0.049244543928371576,0.14717403469501958,0.07330721880246223,0.03133743704532736,0.0016787912702853946,0.011751538891997761,0.050923335198656966
1H6_Alanson,0.04491725768321513,0.07565011820330969,0.21513002364066194,0.07801418439716312,0.026004728132387706,0.04491725768321513,0.0851063829787234,0.06855791962174941,0.054373522458628844,0.10401891252955082,0.10401891252955082,0.028368794326241134,0.009456264775413711,0.02127659574468085,0.04018912529550828
1H6_Basset,0.03292181069958848,0.06584362139917696,0.2674897119341564,0.07407407407407407,0.01646090534979424,0.06172839506172839,0.07818930041152264,0.04938271604938271,0.0205761316872428,0.15637860082304528,0.09876543209876543,0.024691358024691357,0.0,0.00823045267489712,0.04526748971193416
1H6_Bastard,0.0421455938697318,0.06130268199233716,0.22988505747126436,0.05363984674329502,0.03065134099616858,0.04597701149425287,0.06130268199233716,0.07279693486590039,0.038314176245210725,0.16091954022988506,0.11494252873563218,0.038314176245210725,0.0,0.011494252873563218,0.038314176245210725
1H6_Bedford,0.041666666666666664,0.06111111111111111,0.19027777777777777,0.06944444444444445,0.030555555555555555,0.07361111111111111,0.1,0.059722222222222225,0.0625,0.1361111111111111,0.09027777777777778,0.0375,0.002777777777777778,0.002777777777777778,0.041666666666666664
1H6_Burgundy,0.07416267942583732,0.06698564593301436,0.19856459330143542,0.05502392344497608,0.02631578947368421,0.07177033492822966,0.0645933014354067,0.0861244019138756,0.050239234449760764,0.10287081339712918,0.12440191387559808,0.03588516746411483,0.0,0.014354066985645933,0.028708133971291867
1H6_CardinalBeaufort,0.033296337402885685,0.06659267480577137,0.23529411764705882,0.06437291897891231,0.03551609322974473,0.06104328523862375,0.06104328523862375,0.06104328523862375,0.03440621531631521,0.15871254162042175,0.09655937846836848,0.02774694783573807,0.0022197558268590455,0.009988901220865706,0.05216426193118757
1H6_Charles,0.0444624090541633,0.0719482619240097,0.2158447857720291,0.054163298302344384,0.04688763136620857,0.07033144704931285,0.08003233629749394,0.06790622473726758,0.04284559417946645,0.13419563459983833,0.09377526273241714,0.03233629749393695,0.004042037186742118,0.010509296685529508,0.030719482619240096
1H6_Countess,0.04275534441805225,0.0855106888361045,0.20665083135391923,0.05463182897862233,0.03800475059382423,0.09026128266033254,0.06413301662707839,0.057007125890736345,0.040380047505938245,0.1496437054631829,0.10688836104513064,0.023752969121140142,0.0023752969121140144,0.009501187648456057,0.028503562945368172
1H6_Exeter,0.030716723549488054,0.06313993174061433,0.20648464163822525,0.06996587030716724,0.023890784982935155,0.05802047781569966,0.08191126279863481,0.06825938566552901,0.03583617747440273,0.19283276450511946,0.09215017064846416,0.02901023890784983,0.0017064846416382253,0.011945392491467578,0.034129692832764506
1H6_General,0.05,0.06153846153846154,0.25769230769230766,0.038461538461538464,0.05384615384615385,0.057692307692307696,0.09230769230769231,0.05,0.03076923076923077,0.1423076923076923,0.1,0.023076923076923078,0.007692307692307693,0.0,0.03461538461538462
1H6_Gloucester,0.04421768707482993,0.07426303854875284,0.2199546485260771,0.05612244897959184,0.031746031746031744,0.07369614512471655,0.07539682539682539,0.0572562358276644,0.04421768707482993,0.1377551020408163,0.0873015873015873,0.02947845804988662,0.002834467120181406,0.008503401360544218,0.0572562358276644
1H6_HenryVI,0.03394706559263521,0.05983889528193326,0.25028768699654774,0.07249712313003452,0.020138089758342925,0.059263521288837745,0.09378596087456847,0.06846950517836593,0.035097813578826235,0.12600690448791715,0.07652474108170311,0.02991944764096663,0.005178365937859608,0.012082853855005753,0.056962025316455694
1H6_JohnTalbot,0.05422993492407809,0.0911062906724512,0.19305856832971802,0.06290672451193059,0.010845986984815618,0.12581344902386118,0.05639913232104121,0.05639913232104121,0.06073752711496746,0.11062906724511931,0.06073752711496746,0.04772234273318872,0.004338394793926247,0.013015184381778741,0.052060737527114966
