R:A::C:P,0,1 3,2,4 5 6
0,0.029449423815621,0.023047375160051217,0.0076824583866837385,0.03329065300896287
1 3,0.08194622279129321,0.15108834827144688,0.056338028169014086,0.13316261203585147
2,0.029449423815621,0.07042253521126761,0.03841229193341869,0.08194622279129321
4 5 6,0.03329065300896287,0.06530089628681178,0.03329065300896287,0.13188220230473752
