R:A::C:P,0 1,2 3,4,5 6
0 1,0.5362637362637362,0.1824175824175824,0.12307692307692308,0.15824175824175823
2 3,0.3103448275862069,0.2917771883289125,0.129973474801061,0.26790450928381965
4,0.1780821917808219,0.3972602739726027,0.2191780821917808,0.2054794520547945
5 6,0.23408624229979466,0.2546201232032854,0.14168377823408623,0.36960985626283366
