R:A::C:P,0 5,1,2,3 4,6
0 5,0.3389830508474576,0.13559322033898305,0.11764705882352941,0.1595744680851064,0.14814814814814814
1,0.4322033898305085,0.5254237288135594,0.4117647058823529,0.40425531914893614,0.46296296296296297
2,0.13559322033898305,0.288135593220339,0.2549019607843137,0.20212765957446807,0.2962962962962963
3 4,0.059322033898305086,0.01694915254237288,0.1568627450980392,0.1702127659574468,0.07407407407407407
6,0.03389830508474576,0.03389830508474576,0.058823529411764705,0.06382978723404255,0.018518518518518517
