R:A::C:P,0,1 4 6,2 3,5
0,0.2153846153846154,0.10052910052910052,0.10256410256410256,0.09803921568627451
1 4 6,0.5846153846153846,0.5767195767195767,0.46153846153846156,0.5882352941176471
2 3,0.15384615384615385,0.26455026455026454,0.3782051282051282,0.3137254901960784
5,0.046153846153846156,0.0582010582010582,0.057692307692307696,0.0
