R:A::C:P,0,1 2 5,3,4 6
0,0.4117647058823529,0.39705882352941174,0.08823529411764706,0.10294117647058823
1 2 5,0.24793388429752067,0.4380165289256198,0.12947658402203857,0.18457300275482094
3,0.08823529411764706,0.5588235294117647,0.14705882352941177,0.20588235294117646
4 6,0.14754098360655737,0.4262295081967213,0.06557377049180328,0.36065573770491804
