R:A::C:P,0 2 3 6,1 4,5
0 2 3 6,0.5855106888361045,0.2684085510688836,0.14608076009501186
1 4,0.5462555066079295,0.3788546255506608,0.07488986784140969
5,0.59375,0.2708333333333333,0.13541666666666666
