R:A::C:P,0,1,2 5,3 4,6
0,0.43243243243243246,0.25675675675675674,0.16216216216216217,0.12162162162162163,0.02702702702702703
1,0.24146981627296588,0.2650918635170604,0.1679790026246719,0.2204724409448819,0.10498687664041995
2 5,0.1509433962264151,0.16711590296495957,0.2641509433962264,0.2857142857142857,0.1320754716981132
3 4,0.14285714285714285,0.09142857142857143,0.32,0.33714285714285713,0.10857142857142857
6,0.12531969309462915,0.09207161125319693,0.27621483375959077,0.2813299232736573,0.22506393861892582
