R:A::C:P,0,1,2 3 4,5 6
0,0.40476190476190477,0.17857142857142858,0.14666666666666667,0.14285714285714285
1,0.42857142857142855,0.6428571428571429,0.38666666666666666,0.35714285714285715
2 3 4,0.11904761904761904,0.17857142857142858,0.4266666666666667,0.42857142857142855
5 6,0.047619047619047616,0.0,0.04,0.07142857142857142
