R:A::C:P,0 1,2 4 6,3 5
0 1,0.28517110266159695,0.1806083650190114,0.09315589353612168
2 4 6,0.09885931558935361,0.14258555133079848,0.08555133079847908
3 5,0.026615969581749048,0.051330798479087454,0.03612167300380228
