R:A::C:P,0 1,2 4 6,3 5
0 1,0.6944444444444444,0.48223350253807107,0.4336283185840708
2 4 6,0.24074074074074073,0.38071065989847713,0.39823008849557523
3 5,0.06481481481481481,0.13705583756345177,0.168141592920354
