R:A::C:P,0 2 3,1,4 6,5
0 2 3,0.39465875370919884,0.35374149659863946,0.3435897435897436,0.4215686274509804
1,0.37388724035608306,0.47619047619047616,0.29743589743589743,0.2549019607843137
4 6,0.17507418397626112,0.12244897959183673,0.26153846153846155,0.20588235294117646
5,0.05637982195845697,0.047619047619047616,0.09743589743589744,0.11764705882352941
