R:A::C:P,0 6,1,2 4 5,3
0 6,0.36774193548387096,0.11827956989247312,0.38924731182795697,0.12473118279569892
1,0.3464566929133858,0.2650918635170604,0.2992125984251969,0.08923884514435695
2 4 5,0.268018018018018,0.15090090090090091,0.42117117117117114,0.15990990990990991
3,0.29411764705882354,0.10784313725490197,0.45098039215686275,0.14705882352941177
