R:A::C:P,0 6,1,2 4 5,3
0 6,0.37831858407079644,0.23504273504273504,0.3428030303030303,0.3258426966292135
1,0.2920353982300885,0.43162393162393164,0.2159090909090909,0.19101123595505617
2 4 5,0.26327433628318586,0.2863247863247863,0.3541666666666667,0.398876404494382
3,0.06637168141592921,0.04700854700854701,0.08712121212121213,0.08426966292134831
