R:A::C:P,0 2,1 3 5,4,6
0 2,0.28199052132701424,0.25773195876288657,0.21052631578947367,0.20202020202020202
1 3 5,0.45023696682464454,0.422680412371134,0.41578947368421054,0.32323232323232326
4,0.05687203791469194,0.04639175257731959,0.08421052631578947,0.030303030303030304
6,0.2109004739336493,0.27319587628865977,0.2894736842105263,0.4444444444444444
