R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.9083333333333333,0.7719298245614035,0.8481012658227848
4,0.020833333333333332,0.12280701754385964,0.02531645569620253
5 6,0.07083333333333333,0.10526315789473684,0.12658227848101267
