R:A::C:P,0,1,2 4 6,3 5
0,0.4117647058823529,0.17647058823529413,0.25,0.16176470588235295
1,0.29646017699115046,0.1902654867256637,0.34513274336283184,0.168141592920354
2 4 6,0.1511627906976744,0.1511627906976744,0.436046511627907,0.2616279069767442
3 5,0.15,0.08333333333333333,0.45,0.31666666666666665
