R:A::C:P,0,1,2 4 6,3 5
0,0.2153846153846154,0.13953488372093023,0.08629441624365482,0.09734513274336283
1,0.5153846153846153,0.5,0.39593908629441626,0.336283185840708
2 4 6,0.2,0.3023255813953488,0.38071065989847713,0.39823008849557523
3 5,0.06923076923076923,0.05813953488372093,0.13705583756345177,0.168141592920354
