R:A::C:P,0,1 5,2,3,4,6
0,28,13,4,3,7,5
1 5,51,38,23,21,22,28
2,10,23,13,8,11,16
3,1,5,6,3,5,2
4,2,0,2,1,7,2
6,1,5,3,1,5,1
