R:A::C:P,0,1 2 3,4 5 6
0,0.4857142857142857,0.2571428571428571,0.2571428571428571
1 2 3,0.1981981981981982,0.6216216216216216,0.18018018018018017
4 5 6,0.23076923076923078,0.46153846153846156,0.3076923076923077
