character,AA,AE,AH,AO,AW,AY,EH,ER,EY,IH,IY,OW,OY,UH,UW
1H4_Archbishop,-0.009020798942477879,-0.013697709137176798,0.024007022981333306,-0.0006181715176394755,-0.0011424967260679373,-0.004732572496175941,0.010527166832392522,0.0038193446540137365,-0.0027725479147004853,0.0028864933836534787,-0.017853652881827647,-0.00782318603781723,-0.009975365398038304,-0.005082775082387,0.013479217640552814
1H4_Bardolph,0.022759495077766458,-0.007984895516453584,0.0006423554749406344,0.003227413416586527,-0.0018602888826046644,0.008519491670369419,0.00374793472716067,-0.010424824272254524,8.953866510159956e-06,-0.009929104021025556,-0.009142602246437068,-0.004603144612365871,-0.009975365398038304,-0.012337434848935047,0.029355910544887974
1H4_Bedford,0.013083287573981315,0.0030277572463863513,-0.024314210642235122,0.00721635078758271,-0.009646508885714928,0.01746131672739528,-0.007705889315469694,-0.008064319841179515,0.014201582545124838,0.003688988097798457,0.02246659637383208,-0.0239083110038307,-0.009975365398038304,-0.018274752304933445,0.006974669446265732
1H4_Blunt,0.006246836620220066,0.005451737881685358,0.011385327430432047,-0.004278942913345138,-0.001267859099759318,-0.010275349855743361,0.006617615642189257,-0.004465833466633102,-0.0014014937040353998,-0.0016239709780626129,-0.0032856668363294515,-0.013029482524401299,0.0003445352787765797,0.000844055263974447,0.006375171916838347
1H4_Chamberlain,-0.0007476756941409596,0.01914231693890354,0.005867558749723193,0.006033191397880454,-0.0056874139688792005,-0.0002707770297576981,-0.014461704174512691,-0.0079442941921418,0.00485437915388224,-0.0032024919332771296,-0.013629501203127814,0.005172140912125859,-0.009975365398038304,-0.0023748174227682375,-0.0024547154233717275
1H4_DRAWERS.Francis,-0.014913206136970376,-0.0010102154333216254,-0.026369457263649594,0.021736082818008803,0.003278616319448112,0.03445078433574442,-0.027589727853476013,0.023283179003496624,-0.009479832164335083,-0.011329822067533168,-0.011513292142957253,-0.0010316888299448748,-0.009975365398038304,0.056772940338886344,0.01963605726777203
1H4_Douglas,0.008546811238042141,0.00036384872270686305,0.004460706429937598,-0.005108570416068826,0.020090638083769784,0.007410125594092519,-0.004158345808999146,-0.011278373256059702,-0.009112350777672557,0.019975391818102074,-0.007699102371789487,0.004616155547149133,-0.009975365398038304,-0.011256576558940324,-0.020198565204288105
1H4_Falstaff,0.0052613845044421305,0.011466838300057618,0.0010822156400373602,-0.005595496044682874,0.009631311566742295,0.009448838656633346,-0.004788810533076943,-0.008627923427250793,-0.0026469433407372896,-0.00381225633041413,-0.003490571208033956,-0.002934504001399486,-0.0004929098448101458,0.0052215700057194,-0.0038537079017434534
1H4_Gadshill,-0.006703470912561878,0.01663566109672846,0.0001225032835604125,-0.0074661219296002345,0.006285145759053081,-0.011086741949056986,-0.00957391947105081,0.00685807101362136,0.012457208874258413,-0.006470001890380199,-0.0065314932581667035,0.00033748556450215867,-0.0005047333554750192,-0.0007293129399506402,0.006257066418522231
1H4_Glendower,0.0015037820330004606,0.0028989985827217856,0.009555559038433942,-7.566814784221713e-05,-0.004826977934683815,0.001705501186748612,-0.006221776213934925,-0.0025315831829239186,-0.00048188964841147186,-0.0034318103160727773,0.0055750232459440986,-0.01053476984303087,-0.009975365398038304,-0.004725908206582211,0.0027922052519663075
1H4_HenryIV,-0.0017915336043483887,-0.001954485471930401,0.011988589059393113,-0.0057451978989808,0.008139421340550724,-0.006000475661585694,0.003146913778649447,-0.0013597186518518709,-0.006346560863353432,0.0017063917185707893,0.0019828410766449043,-0.005107079567872562,0.0019148144675467844,-0.002855200552426641,5.8487553861172275e-05
1H4_HenryV,0.00292326969500691,0.005271269999121393,0.005722759268933283,-0.004057345394815747,0.013890461505366481,0.0041522462930424255,0.0018628626175491404,-0.0076710525953153,-0.0036781115282150125,-0.0006771177723588614,-0.0038586933883374475,-0.0030617707594977205,-0.0005535324137096005,-0.000819718829808377,-0.009315188612892343
1H4_Hotspur,0.003719693159116008,-0.002401726881957023,0.006389884055459031,-0.0051896943450376,0.002309677727740091,0.0007780865419033756,0.0007967850340509018,-0.00034924733915515357,-0.0011658517572405882,0.005066900851444121,-0.004239354472505765,-0.0026979081089069266,-0.0034413353767018683,0.002976326786761843,-0.005204608215234307
1H4_LadyPercy,0.0025292385646981295,-0.0022060911285303624,0.003999157394158084,-0.005293285792386753,0.0015030370775017275,0.017336868646704716,0.0027088249171076067,-0.01216721723374907,-0.00644148090553769,-0.00442169887252913,0.0055418257208400285,-0.0038617864184668327,-0.009975365398038304,-0.003768110685638385,0.005886921351634605
1H4_MESSENGERS.1,0.0602547991549339,-0.03001020104213345,-0.07275930957557629,0.0894881840643789,-0.02132583889038032,0.0300357582138379,0.025796546009224132,0.03353957075651754,-0.02229374834274148,-0.06051058903380049,0.015799031039869058,-0.0239083110038307,-0.009975365398038304,-0.018274752304933445,0.053735476741601486
1H4_MESSENGERS.2,0.041144289334958235,-0.03001020104213345,0.03161785812625877,0.01858482229492182,-0.02132583889038032,0.016790679848118346,0.012223764518707148,-0.03639037301407964,0.025758437326282507,-0.014403620002924876,0.004093749675800642,-0.0239083110038307,-0.009975365398038304,-0.018274752304933445,-0.04098513290792479
1H4_MESSENGERS.X,0.030600559779109596,-0.01501020848585147,-0.012772431586015905,0.02021478463444957,-0.02132583889038032,0.04602119762074082,0.01409587231050259,0.002191664928318805,-0.014008888744633897,0.011034707738247872,0.005708271243258351,-0.0239083110038307,-0.009975365398038304,-0.018274752304933445,-0.04098513290792479
1H4_MistressQuickly,0.008576268184801035,0.001678524954250331,-0.014387972229443364,0.005750218177713251,0.023483599405664836,0.023457076906361302,-0.013303850999881095,-0.007986157442799546,-0.005321673934256187,-0.020815847484040032,-0.002417797573085106,0.01396689127081471,0.006791625547073737,0.012788034385389314,0.007525201393819346
1H4_Mortimer,0.0014784888838747293,0.004371225195117681,0.007346878695018772,-0.0075673913245113775,0.0008689016339494506,0.006595155607839373,-0.002888198377950947,0.006865262307939237,-0.007432247620362927,0.006827767798234339,-0.0025030411960454803,-0.01309891049211489,-0.0034500673755849063,0.0010674365207933023,-0.005831092213255245
1H4_Northumberland,0.0024090855742900713,-0.006602140909460227,0.006810728582773308,0.0009914619754451742,-0.008913277405601404,-0.000552651464841796,-0.0031140872104869393,-0.008794700135996448,0.001409123511934027,0.024260071516239868,-0.0028349370509125078,-0.013649736037962618,0.0070547845977817734,0.013275566911919041,-0.010402693917943216
1H4_Ostler,-0.03529774994494442,-0.03001020104213345,-0.07275930957557629,-0.028684085551382903,-0.02132583889038032,-0.03618963361475989,-0.042067361443360804,-0.03639037301407964,-0.02229374834274148,-0.06051058903380049,-0.04272737578047304,-0.0239083110038307,-0.009975365398038304,-0.018274752304933445,-0.04098513290792479
1H4_Peto,-0.01345716729354366,0.007275494740624611,0.006766151530583756,-0.006175081815047322,0.005036077405864426,0.024359296057100945,-0.016214444318566543,-0.0044223987189495,-0.003988153802160913,-0.0165991899567761,0.006323327078480339,-0.002121051790606103,-0.009975365398038304,0.03533074244065212,-0.004901091136676688
1H4_Poins,-0.0003927091778655834,0.02229570907421664,-0.00762287311019977,-0.000624916510197453,0.012378894273768214,-0.002320940076846866,0.015777065000242792,-0.0023301264287050624,-0.009128765967666416,-0.009982403794484755,-0.004244258967097415,-0.0004049320580575936,0.007365837565741956,0.0010011961481024565,-0.009844110557395607
1H4_SERVANTS.HOTSPUR.1,-0.03529774994494442,-0.010237483581579932,-0.041129864817444454,0.078745250462946,0.06255298568858024,0.036056248380074055,-0.042067361443360804,-0.010961302552044298,-0.02229374834274148,0.023320263749609712,0.021119613478081972,0.0020878505574031926,-0.009975365398038304,-0.018274752304933445,-0.04098513290792479
1H4_Sheriff,0.028403949454974455,-0.005843546368123597,-0.005107441620683191,0.010706670987204363,-0.00851101846859468,0.0300357582138379,-0.004365190636369171,-0.013080391757213912,-0.015619833666488149,-0.0028768777452059776,-0.010212705324727426,0.007864775348788499,-0.009975365398038304,0.0012689176543946219,0.0011129158251979958
