name,AA,AE,AH,AO,AW,AY,EH,ER,EY,IH,IY,OW,OY,UH,UW
Ado_ATTENDANTS.0.1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
Ado_Antonio,2,4,2,0,1,3,1,3,0,2,0,0,0,0,3
Ado_Balthasar,11,8,34,18,2,13,21,16,4,25,17,20,1,2,12
Ado_Beatrice,125,231,589,143,45,208,222,131,112,448,241,104,3,60,159
Ado_Benedick,208,369,913,218,79,404,296,281,181,614,420,180,12,86,248
Ado_Borachio,59,90,269,66,26,83,78,86,58,172,133,72,5,21,65
Ado_Boy,0,1,0,1,0,1,1,1,0,0,2,0,0,0,0
Ado_Claudio,103,149,462,125,55,191,179,135,104,384,233,120,5,42,136
Ado_Conrade,15,32,69,13,9,15,19,11,19,33,22,10,0,6,23
Ado_Dogberry,111,157,363,105,37,97,151,121,99,258,143,73,3,31,121
Ado_DonJohn,48,79,204,45,18,87,91,78,41,182,95,50,1,14,81
Ado_DonPedro,119,207,650,141,72,173,230,156,128,436,324,108,6,58,170
Ado_FriarFrancis,33,47,181,43,10,49,66,46,44,117,83,22,2,10,43
Ado_Hero,44,79,263,53,32,99,100,86,54,156,112,55,2,23,68
Ado_Leonato,128,223,586,179,62,284,237,228,125,443,288,140,7,38,205
Ado_LeonatosBrother,19,33,98,21,8,28,49,33,17,62,36,21,5,5,27
Ado_MESSENGERS.DONPEDRO.1,2,1,3,3,0,2,1,1,0,4,1,0,0,0,1
Ado_MESSENGERS.LEONATO.1,16,13,63,15,2,10,23,17,14,40,30,12,2,4,13
Ado_MUSICIANS,2,1,15,4,3,5,7,3,2,6,6,5,0,0,3
Ado_Margaret,34,40,143,37,14,60,47,35,25,101,51,27,1,11,31
Ado_Sexton,11,15,35,7,1,3,12,10,4,25,9,6,0,0,10
Ado_Ursula,24,33,109,24,7,19,36,19,9,65,40,22,1,7,42
Ado_Verges,8,26,43,7,1,14,20,12,11,39,22,6,0,2,10
Ado_WATCHMEN.1,7,7,24,10,2,7,9,6,5,23,10,6,0,0,5
Ado_WATCHMEN.2,2,2,6,2,1,0,0,2,0,4,6,1,0,0,1
Ado_WATCHMEN.Seacoal,13,12,27,5,4,1,10,11,4,15,18,7,0,0,4
Ant_ATTENDANTS.ANTONY,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ant_ATTENDANTS.CAESAR,0,0,2,1,0,0,2,2,4,0,2,0,0,0,0
Ant_Agrippa,17,25,105,21,16,17,43,46,29,61,60,20,1,9,33
Ant_Alexas,13,15,45,14,4,9,22,11,12,32,32,14,1,6,17
Ant_Ambassador,3,10,35,7,1,11,10,7,5,14,16,1,0,0,11
Ant_Antony,374,516,1382,355,219,605,555,448,292,928,680,286,18,97,352
Ant_Boy,2,2,9,0,7,3,2,4,1,7,2,2,0,0,0
Ant_CAPTAINS,1,0,7,0,2,0,1,3,0,2,0,3,0,1,0
Ant_CAPTAINS.0.1,2,0,9,1,2,0,3,4,0,3,0,4,0,2,0
Ant_Canidius,13,11,35,13,7,10,12,15,7,27,25,15,0,1,9
Ant_Charmian,37,57,159,33,10,52,66,44,35,111,82,43,4,10,42
Ant_Cleopatra,273,416,1153,235,150,436,456,307,255,748,576,253,14,87,237
Ant_Countryman,15,15,65,11,1,19,23,18,13,48,26,9,2,12,21
Ant_Demetrius,3,5,9,0,0,5,2,3,0,4,7,5,0,1,3
Ant_Diomedes,11,14,26,10,5,7,13,10,3,17,15,6,0,2,10
Ant_Dolabella,15,30,62,16,4,24,29,31,7,46,36,15,0,8,28
Ant_Egyptian,2,2,11,2,0,4,3,4,3,7,5,1,0,1,3
Ant_Enobarbus,128,243,629,132,56,178,221,233,117,436,334,126,8,38,156
Ant_Eros,20,19,73,22,3,28,28,38,13,42,38,16,0,5,12
Ant_GUARDS,0,1,3,0,0,1,2,0,1,0,2,2,0,0,0
Ant_GUARDS.0.1,4,2,7,2,1,4,3,2,2,3,4,5,1,0,3
Ant_GUARDS.0.2,1,1,4,1,0,2,2,0,1,1,2,2,0,0,0
Ant_GUARDS.0.3,0,1,4,1,0,1,3,0,1,0,3,2,0,0,0
Ant_GUARDS.CAESAR.0.1,9,6,27,2,2,6,7,7,3,15,13,3,0,2,0
Ant_GUARDS.CAESAR.0.2,0,0,1,2,0,0,3,1,0,1,1,0,0,0,0
Ant_GUARDS.CAESAR.1,1,2,4,1,0,1,2,0,0,7,3,1,0,1,1
Ant_GUARDS.Dercetus,12,11,28,6,3,21,11,14,4,34,18,8,0,1,8
Ant_Gallus,1,0,4,1,1,1,2,5,5,1,8,0,0,0,1
Ant_Iras,14,15,39,9,4,11,19,7,8,28,20,13,2,4,12
Ant_LADIES,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
Ant_Lepidus,23,32,122,30,11,29,40,48,21,52,55,22,1,6,29
Ant_MESSENGERS.ANTONY.1,3,6,23,6,1,5,10,10,7,16,8,2,0,2,9
Ant_MESSENGERS.ANTONY.2,1,1,3,1,0,0,0,0,1,1,1,0,0,0,0
Ant_MESSENGERS.ANTONY.3,0,0,5,1,0,2,4,1,0,6,3,1,0,1,1
Ant_MESSENGERS.CAESAR.1,1,6,13,6,3,1,4,4,0,13,8,4,0,0,1
Ant_MESSENGERS.CAESAR.2,2,5,15,5,1,5,5,5,7,13,10,3,0,1,3
Ant_MESSENGERS.X.1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
Ant_MESSENGERS.X.2,12,35,63,8,3,15,18,19,17,15,47,12,1,6,15
Ant_MESSENGERS.X.3,0,1,2,1,0,1,0,1,1,2,2,0,0,0,2
Ant_MESSENGERS.X.4,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
Ant_MESSENGERS.X.5,0,1,3,0,0,0,0,0,0,2,2,0,0,0,1
Ant_Maecenas,11,18,74,8,5,8,30,27,16,46,40,16,1,2,21
Ant_Mardian,7,17,41,3,1,10,11,7,6,23,16,5,0,0,4
Ant_Menas,33,35,104,31,18,42,40,45,21,54,64,20,0,7,27
Ant_Octavia,17,18,43,25,5,23,16,12,14,35,27,13,1,8,14
Ant_Octavius,169,276,809,161,79,208,258,212,134,498,364,143,11,45,213
Ant_Philo,7,10,47,5,3,5,9,11,6,19,9,7,0,4,7
Ant_Pompey,60,95,219,47,32,70,77,75,44,140,105,43,2,16,55
Ant_Proculeius,10,18,33,16,2,12,21,22,14,37,38,8,1,4,21
Ant_SERVANTS,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Ant_SERVANTS.0.1,5,4,14,3,1,2,5,4,5,18,11,3,0,1,7
Ant_SERVANTS.0.2,3,7,16,1,1,7,6,4,3,14,7,3,0,1,4
Ant_SERVANTS.X.1,0,0,3,0,0,0,1,2,0,0,1,0,0,0,0
Ant_SERVANTS.X.2,0,1,0,1,1,1,0,1,1,1,2,0,0,0,0
Ant_SOLDIERS.ANTONY,2,0,1,0,4,0,2,1,1,2,1,1,0,1,2
Ant_SOLDIERS.ANTONY.0.1,8,2,14,3,5,3,7,6,6,14,9,4,1,5,6
Ant_SOLDIERS.ANTONY.0.2,6,7,20,0,10,3,5,9,4,10,9,4,1,2,9
Ant_SOLDIERS.ANTONY.0.3,2,1,4,0,4,2,2,4,1,2,3,2,0,3,7
Ant_SOLDIERS.ANTONY.0.4,3,0,2,0,4,1,3,1,1,4,1,1,0,1,2
Ant_SOLDIERS.ANTONY.X.1,7,7,22,4,2,12,4,6,2,12,8,5,0,2,11
Ant_SOLDIERS.ANTONY.X.2,1,2,5,1,1,0,2,2,0,4,2,1,0,0,1
Ant_SOLDIERS.ANTONY.X.3,3,10,12,4,1,3,2,6,3,10,11,5,0,1,2
Ant_SOLDIERS.CAESAR.X.1,4,5,15,4,3,7,9,5,1,7,3,2,0,1,5
Ant_Scarus,17,32,75,16,6,21,30,22,14,47,26,14,1,3,7
Ant_Seleucus,1,7,6,0,0,3,1,2,1,4,3,1,0,0,3
Ant_Silius,4,8,23,3,4,7,8,4,1,12,9,4,0,1,4
Ant_Soothsayer,10,19,53,13,3,19,18,15,13,37,27,6,0,3,19
Ant_Taurus,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ant_Thidias,12,25,45,12,4,7,10,19,11,33,25,8,0,5,17
Ant_Varrius,2,4,7,1,1,1,3,5,1,9,4,2,0,0,0
Ant_Ventidius,7,25,65,17,8,11,18,20,19,42,21,6,1,3,11
Ant_WATCHMEN.1,1,2,3,0,0,0,2,1,1,5,3,2,0,0,5
Ant_WATCHMEN.2,2,1,7,0,0,0,3,4,3,3,5,1,0,0,2
Ant_WATCHMEN.Sentry,5,7,17,6,5,3,9,10,4,15,15,2,0,2,2
Cor_AEDILES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cor_AEDILES.X.2,1,4,7,5,0,4,6,2,3,8,7,2,0,0,1
Cor_AEDILES.X.3,1,2,15,4,1,1,4,3,1,9,4,1,1,1,2
Cor_Adrian,9,15,44,8,4,11,17,10,9,25,14,11,1,2,19
Cor_Aufidius,107,178,473,132,64,190,195,138,104,334,226,121,6,27,113
Cor_CITIZENS.ANTIUM.1,0,1,6,1,1,1,0,0,1,5,3,1,0,0,2
Cor_CITIZENS.ROMAN,10,9,25,4,9,0,7,6,6,28,31,16,0,1,11
Cor_CITIZENS.ROMAN.0.1,33,30,104,20,22,17,38,31,19,84,89,28,0,9,36
Cor_CITIZENS.ROMAN.0.2,22,32,113,26,21,10,37,37,35,81,70,28,0,9,31
Cor_CITIZENS.ROMAN.0.3,11,11,35,5,10,1,13,7,7,39,37,19,0,1,14
Cor_CITIZENS.ROMAN.1,6,3,27,8,3,8,12,6,1,15,12,7,2,1,7
Cor_CITIZENS.ROMAN.2,7,8,25,6,3,7,15,10,7,17,11,10,2,3,11
Cor_CITIZENS.ROMAN.3,30,30,104,30,23,21,43,44,14,81,56,27,8,9,45
Cor_CITIZENS.ROMAN.4,10,7,16,6,0,0,8,6,0,10,11,5,1,0,10
Cor_CITIZENS.ROMAN.5,5,1,7,4,2,1,7,3,0,6,4,6,2,0,4
Cor_CITIZENS.ROMAN.6,7,4,7,3,1,0,8,0,3,5,5,7,1,0,0
Cor_CITIZENS.ROMAN.7,6,1,9,4,0,0,10,0,4,8,4,6,1,1,1
Cor_CITIZENS.ROMAN.8,4,1,4,3,0,0,7,0,3,4,2,6,0,0,0
Cor_CITIZENS.VOLSCIAN,2,0,6,1,0,4,2,2,0,5,5,0,0,0,2
Cor_CONSPIRATORS,0,0,0,1,0,1,1,0,0,7,0,0,0,0,0
Cor_CONSPIRATORS.0.1,1,7,10,5,3,3,7,4,1,18,7,6,2,1,1
Cor_CONSPIRATORS.0.2,1,1,7,3,0,1,5,3,6,18,4,4,0,0,6
Cor_CONSPIRATORS.0.3,2,6,21,12,2,5,12,7,5,24,13,0,0,1,3
Cor_Cominius,111,155,455,128,44,121,197,136,98,322,214,88,10,43,131
Cor_Coriolanus,365,572,1597,349,177,610,629,460,383,906,603,321,39,104,501
Cor_Gentlewoman,0,1,6,0,0,0,0,0,1,2,3,0,0,0,2
Cor_Herald,3,2,5,1,0,1,3,1,4,6,2,6,0,0,2
Cor_LORDS.VOLSCIAN,1,1,1,0,0,0,1,0,0,0,1,6,0,0,1
Cor_LORDS.VOLSCIAN.0.1,7,6,22,5,3,3,13,5,3,18,17,13,0,0,7
Cor_LORDS.VOLSCIAN.0.2,3,8,19,1,2,0,4,2,7,12,7,12,0,0,3
Cor_LORDS.VOLSCIAN.0.3,3,2,4,3,0,1,2,1,0,1,2,6,0,1,1
Cor_Lartius,21,20,99,35,22,32,33,28,17,52,42,29,1,4,20
Cor_MESSENGERS.TRIBUNES.1,5,5,33,8,9,4,9,8,6,25,10,9,1,0,6
Cor_MESSENGERS.TRIBUNES.2,10,12,37,7,3,6,13,10,12,14,9,8,1,3,13
Cor_MESSENGERS.X.1,2,0,2,0,0,0,1,1,0,2,0,0,0,0,1
Cor_MESSENGERS.X.2,1,3,2,0,0,2,1,0,1,4,0,1,0,0,1
Cor_MESSENGERS.X.3,2,7,16,7,4,8,5,4,3,7,5,0,0,0,5
Cor_MESSENGERS.X.4,5,10,24,4,2,4,6,4,4,7,7,1,0,0,6
Cor_Menenius,230,378,1116,253,96,277,405,303,217,687,471,205,8,93,384
Cor_NOBLES.0.1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2
Cor_Nicanor,6,22,72,11,5,14,32,17,15,34,19,17,1,3,14
Cor_OFFICERS.1,7,13,32,7,3,1,14,8,10,17,18,5,0,2,4
Cor_OFFICERS.2,8,22,54,8,3,7,28,15,13,28,28,8,0,1,10
Cor_SENATORS.ROMAN,1,0,5,1,0,0,2,1,2,1,7,1,1,1,1
Cor_SENATORS.ROMAN.0.1,16,16,70,18,9,12,29,21,20,46,36,15,2,5,25
Cor_SENATORS.ROMAN.0.2,1,0,16,2,0,0,6,1,2,4,7,2,1,1,3
Cor_SENATORS.VOLSCIAN,1,0,2,0,0,0,2,0,0,1,0,0,0,0,1
Cor_SENATORS.VOLSCIAN.0.1,9,11,26,6,10,0,14,12,7,14,12,6,0,0,5
Cor_SENATORS.VOLSCIAN.0.2,4,1,11,6,1,2,8,0,3,6,3,2,0,0,6
Cor_SERVANTS.1,16,22,54,17,5,18,21,24,19,37,23,10,1,7,14
Cor_SERVANTS.2,11,31,53,15,5,25,23,20,18,48,24,7,1,1,18
Cor_SERVANTS.3,15,38,107,17,10,20,46,32,26,51,36,21,2,6,30
Cor_SOLDIERS.ROMAN,1,0,2,1,1,1,0,1,1,1,0,0,0,0,1
Cor_SOLDIERS.ROMAN.0.1,4,5,11,2,1,4,5,5,3,10,7,3,0,1,5
Cor_SOLDIERS.ROMAN.0.2,1,0,3,2,1,3,0,1,1,2,0,0,0,0,1
Cor_SOLDIERS.ROMAN.0.3,2,0,3,2,1,2,0,2,1,3,0,0,0,1,1
Cor_SOLDIERS.ROMAN.Lieutenant,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0
Cor_SOLDIERS.VOLSCIAN.0.1,2,2,4,0,0,1,1,2,0,4,2,1,0,1,1
Cor_SOLDIERS.VOLSCIAN.Lieutenant,3,10,14,7,0,5,7,8,2,15,9,5,1,0,7
Cor_TRIBUNES.Brutus,97,137,393,104,37,55,177,130,74,276,188,84,8,26,129
Cor_TRIBUNES.Sicinius,113,187,487,110,47,87,198,139,97,373,240,98,10,32,152
Cor_Valeria,16,15,96,22,13,26,37,25,16,61,30,26,1,9,26
Cor_Virgilia,12,25,52,15,4,26,22,13,12,32,20,22,1,6,20
Cor_Volumnia,139,226,567,144,105,191,213,193,101,378,237,124,12,46,166
Cor_WATCHMEN.1,14,28,60,23,7,11,26,20,11,32,23,20,0,3,30
Cor_WATCHMEN.2,4,11,15,3,2,5,7,7,5,10,6,7,0,0,14
Cor_YoungMartius,2,2,3,0,0,4,2,1,1,2,2,0,0,0,0
Cym_ATTENDANTS.0.1,2,2,2,1,0,0,1,4,2,2,3,1,1,0,2
Cym_ATTENDANTS.0.2,7,8,30,12,4,5,8,3,2,12,15,9,1,4,5
Cym_ATTENDANTS.1,18,52,134,23,11,22,51,41,22,100,54,24,1,10,35
Cym_ATTENDANTS.2,4,3,18,3,2,4,3,4,4,12,7,7,0,2,5
Cym_ATTENDANTS.3,3,6,4,0,1,0,5,1,7,2,3,2,1,1,1
Cym_ATTENDANTS.CLOTEN.1,9,24,56,15,2,11,15,17,11,20,14,13,0,3,15
Cym_ATTENDANTS.CLOTEN.2,22,34,74,24,10,18,26,17,15,57,21,16,2,7,21
Cym_Arviragus,53,88,203,46,32,96,70,77,52,143,95,48,3,19,57
Cym_Belarius,168,206,605,147,84,186,217,183,135,397,260,130,20,41,153
Cym_Cloten,126,175,489,105,47,185,179,174,88,376,193,95,6,33,130
Cym_Cornelius,27,40,149,34,7,45,46,51,20,96,65,21,5,5,42
Cym_Cymbeline,99,163,493,138,106,150,159,198,82,326,219,97,16,33,128
Cym_Frenchman,8,22,62,10,6,17,17,13,8,32,21,7,0,7,9
Cym_GHOSTS.BROTHERS.1,4,7,23,6,2,5,9,6,1,11,8,0,0,3,7
Cym_GHOSTS.BROTHERS.2,2,2,15,2,3,4,3,8,6,5,8,0,0,0,3
Cym_GHOSTS.Father,13,14,57,12,6,20,26,22,16,39,23,14,2,4,15
Cym_GHOSTS.Mother,4,3,15,1,1,3,3,6,3,15,9,3,0,2,3
Cym_Guiderius,65,99,259,61,30,90,89,88,51,171,130,54,3,19,73
Cym_Iachimo,182,289,901,205,72,299,271,269,162,564,335,135,11,59,191
Cym_Imogen,241,416,959,264,120,458,368,316,211,694,484,208,10,95,292
Cym_JAILERS.1,27,38,102,24,5,28,42,31,17,52,37,22,0,12,40
Cym_JAILERS.2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
Cym_Jupiter,9,10,47,11,9,13,21,16,10,33,14,13,0,3,10
Cym_LADIES.IMOGEN,2,10,13,7,1,4,3,5,4,6,6,3,0,3,6
Cym_LADIES.QUEEN,0,0,1,1,0,1,0,0,0,1,2,1,0,0,0
Cym_LADIES.QUEEN.0.1,0,1,2,1,0,2,0,0,0,1,2,1,0,0,0
Cym_Lucius,34,64,177,41,20,59,64,71,43,123,83,36,11,13,40
Cym_MESSENGERS.1,0,2,5,0,0,1,0,2,0,1,0,2,0,0,2
Cym_MESSENGERS.2,1,0,2,2,0,0,0,1,0,4,0,0,0,0,1
Cym_MUSICIANS,4,4,7,1,1,7,4,6,2,11,7,2,0,0,2
Cym_Philario,13,19,80,16,5,16,34,26,16,69,32,13,0,2,27
Cym_Pisanio,70,149,366,104,25,147,124,122,69,269,143,76,7,32,114
Cym_Posthumus,185,288,805,226,68,317,308,280,195,574,306,190,10,58,242
Cym_Queen,70,101,276,70,44,95,98,131,72,196,132,49,4,12,99
Cym_SENATORS.1,4,9,40,6,3,5,9,8,3,19,14,3,0,1,9
Cym_SENATORS.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cym_SOLDIERS.BRITON.0.1,0,3,12,2,1,0,1,2,4,4,3,2,0,0,3
Cym_SOLDIERS.BRITON.0.2,3,8,11,2,0,0,5,3,2,10,4,3,0,0,2
Cym_SOLDIERS.ROMAN.0.1,2,7,32,4,0,3,7,6,3,14,7,4,0,0,2
Cym_Soothsayer,12,15,103,17,9,23,38,22,8,61,42,18,4,3,20
Cym_TRIBUNES.0.1,1,1,5,1,2,0,1,2,1,7,2,0,0,0,2
Err_Abbess,20,48,177,34,10,43,47,32,27,97,62,17,1,6,37
Err_Adriana,90,153,476,133,65,195,193,125,134,395,251,86,2,38,128
Err_Angelo,26,51,139,39,18,59,47,42,45,104,74,29,1,8,60
Err_AntipholusOfEphesus,83,125,379,110,67,190,141,116,104,301,189,78,0,23,109
Err_AntipholusOfSyracuse,114,146,438,137,86,232,199,150,95,329,255,91,3,26,133
Err_Balthasar,17,9,63,17,5,8,26,22,15,37,17,7,0,1,14
Err_Courtesan,11,22,66,18,15,27,16,19,22,54,32,9,0,4,23
Err_DromioOfEphesus,66,135,260,75,35,151,89,114,72,210,118,92,0,20,97
Err_DromioOfSyracuse,94,222,453,123,33,176,193,181,125,286,200,85,5,33,126
Err_Duke,39,52,172,41,30,56,50,41,44,117,84,27,0,11,49
Err_Egeon,63,88,302,72,30,118,99,72,64,161,111,57,8,17,51
Err_Luce,3,10,12,4,1,1,7,2,5,6,2,3,1,0,8
Err_Luciana,31,52,176,54,19,66,80,59,36,125,86,32,1,14,57
Err_Merchant1,8,8,32,9,4,14,13,8,5,15,10,2,0,1,17
Err_Merchant2,18,24,65,19,8,29,23,18,8,50,28,2,2,4,28
Err_Messenger,7,9,27,5,2,14,10,8,11,28,8,5,0,1,14
Err_OFFICERS.Jailer,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0
Err_OFFICERS.X,2,6,22,2,1,7,5,8,9,14,11,8,0,2,14
Err_Pinch,4,6,22,6,2,9,10,2,9,22,15,6,0,1,6
H5_AMBASSADORS.0.1,3,13,30,11,3,4,16,12,7,25,16,2,0,0,16
H5_ATTENDANTS.ENGLISH,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
H5_Alice,10,17,24,4,1,2,22,0,7,11,27,3,0,2,7
H5_Bardolph,8,13,57,16,4,19,22,21,10,32,31,9,0,7,19
H5_Bedford,3,8,17,3,1,4,7,6,5,14,8,5,0,3,6
H5_BishopOfCanterbury,89,148,553,98,35,86,167,136,103,357,142,60,2,28,113
H5_BishopOfEly,12,15,81,16,7,19,22,13,12,48,29,10,1,3,14
H5_Bourbon,2,7,18,8,2,7,9,7,9,12,3,4,0,0,2
H5_Boy,39,51,155,34,12,31,56,33,39,80,71,22,3,20,43
H5_Brittany,4,6,17,4,2,6,1,5,5,11,8,2,0,1,4
H5_Burgundy,37,43,149,32,9,45,42,55,30,106,44,21,6,12,39
H5_Cambridge,10,6,34,11,0,10,9,6,4,21,15,4,1,0,9
H5_Chorus,82,133,558,135,62,98,170,112,81,363,172,79,9,18,90
H5_Constable,56,87,256,64,40,59,97,66,52,150,78,37,1,21,52
H5_Dauphin,60,57,262,70,19,71,94,73,44,168,73,49,1,10,42
H5_Erpingham,2,4,9,7,1,11,6,1,3,5,5,3,0,0,4
H5_Exeter,43,77,297,70,16,78,100,72,54,168,109,42,1,11,57
H5_Fluellen,117,239,734,166,39,177,187,126,119,489,228,79,2,62,210
H5_Gloucester,3,2,6,0,1,4,1,1,2,4,4,1,0,0,2
H5_Governor,4,3,11,3,7,1,8,9,6,8,7,3,0,0,3
H5_Gower,32,50,171,29,16,27,38,46,28,93,39,18,2,6,41
H5_Grandpre,4,10,39,7,6,11,21,6,9,27,7,8,0,2,7
H5_Grey,7,6,26,5,1,8,8,12,5,12,12,3,3,0,8
H5_HERALDS.1,0,0,4,1,0,0,1,2,0,1,1,0,0,0,0
H5_HenryV,494,694,2270,529,336,592,860,639,456,1490,809,390,28,129,465
H5_Jamy,2,9,15,9,1,13,9,2,8,6,6,1,0,1,5
H5_Katherine,40,30,37,12,4,8,51,3,14,25,66,13,3,3,24
H5_KingOfFrance,41,67,235,49,28,21,67,60,39,145,65,19,6,6,43
H5_MESSENGERS.X.1,0,3,7,1,0,0,1,1,1,3,2,0,0,0,2
H5_MESSENGERS.X.2,1,0,7,3,0,3,1,0,1,6,1,0,0,0,0
H5_MESSENGERS.X.3,1,1,2,0,0,0,2,0,0,3,0,0,0,0,1
H5_MacMorris,7,10,57,10,4,20,6,8,12,35,14,15,0,2,11
H5_MistressQuickly,30,25,94,22,7,23,34,23,16,50,54,23,0,12,14
H5_Montjoy,16,33,111,25,25,29,41,38,16,74,53,23,2,8,22
H5_Nym,24,51,82,14,7,43,28,23,25,64,24,12,0,8,24
H5_Orleans,21,28,90,14,10,16,37,22,11,68,29,13,0,1,20
H5_Pistol,59,78,284,70,44,126,76,49,61,155,106,61,9,18,45
H5_QueenOfFrance,9,14,55,17,3,8,26,12,13,36,20,5,1,6,12
H5_Rambures,6,7,17,7,2,4,8,7,0,11,9,3,0,0,4
H5_SOLDIERS.ENGLISH.Bates,5,10,31,9,4,14,13,12,5,28,29,12,0,9,11
H5_SOLDIERS.ENGLISH.Court,3,1,2,1,0,0,0,2,2,3,0,0,0,0,0
H5_SOLDIERS.ENGLISH.Williams,31,67,158,34,12,73,62,38,28,102,60,23,1,8,36
H5_SOLDIERS.FRENCH.LeFer,8,2,15,3,0,1,9,5,5,6,14,0,0,0,9
H5_Salisbury,9,2,17,10,0,9,8,5,1,16,11,3,1,1,3
H5_Scroop,3,7,23,7,2,11,8,8,3,19,14,5,1,1,7
H5_Warwick,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0
H5_Westmoreland,6,19,40,8,6,9,15,10,8,24,14,7,3,3,7
H5_York,1,0,4,1,0,3,1,0,0,1,3,1,0,0,0
H8_Abergavenny,4,17,34,5,1,10,14,9,5,23,11,3,0,0,6
H8_Anne,33,30,77,30,7,30,28,39,10,58,45,26,1,10,26
H8_BishopOfLincoln,2,4,17,3,2,6,5,2,1,9,6,3,0,0,3
H8_Brandon,7,4,26,4,4,1,5,9,1,12,11,2,0,1,11
H8_Buckingham,89,138,404,82,32,127,141,106,85,255,156,86,2,22,92
H8_Butts,0,8,17,5,0,8,4,2,8,10,5,4,0,0,1
H8_Campeius,25,24,110,37,7,19,22,27,22,74,42,19,3,7,35
H8_Capuchius,1,6,21,5,0,5,6,4,4,9,7,3,0,3,6
H8_Chamberlain,57,71,273,70,40,66,120,72,86,190,122,53,2,23,90
H8_Chancellor,16,11,54,20,5,14,23,17,14,43,19,6,1,3,16
H8_Cranmer,45,106,293,63,26,90,96,90,85,143,102,45,4,20,61
H8_Crier,0,2,12,3,0,0,1,2,0,9,3,0,0,0,3
H8_Cromwell,17,33,70,22,8,23,31,31,16,54,35,19,1,8,22
H8_Denny,1,3,5,4,0,3,2,2,1,1,2,0,0,1,1
H8_Epilogue,3,10,29,8,2,7,8,6,9,26,18,6,0,2,8
H8_GENTLEMEN.1,54,40,216,47,10,27,74,67,48,132,76,24,3,8,57
H8_GENTLEMEN.2,34,70,168,28,14,27,38,44,38,105,56,30,2,11,36
H8_GENTLEMEN.3,12,43,128,24,14,24,48,33,30,64,45,19,6,6,22
H8_GENTLEMEN.X,1,2,6,1,0,0,1,0,5,2,2,1,0,0,1
H8_Gardiner,44,50,188,37,22,45,65,61,50,103,68,31,2,8,49
H8_Garter,1,1,12,1,0,4,5,2,0,4,2,0,0,1,1
H8_Griffith,26,39,113,20,11,12,38,39,26,96,54,30,2,9,32
H8_Guilford,2,6,18,7,0,3,11,3,4,8,13,3,0,6,5
H8_HenryVIII,204,277,920,197,95,304,346,266,176,553,340,122,12,63,291
H8_Katherine,182,227,766,221,63,281,269,185,149,496,299,144,8,67,223
H8_Keeper,2,4,6,8,3,4,5,3,4,3,1,2,0,0,3
H8_LADIES.KATHERINE.0.1,3,6,18,3,4,2,10,4,4,18,11,1,0,0,4
H8_LADIES.KATHERINE.Patience,2,2,9,3,3,1,1,7,3,2,2,3,0,1,2
H8_Lovell,16,42,141,36,11,33,46,45,36,67,46,16,1,6,33
H8_Messenger,1,1,7,2,0,3,3,0,4,3,3,0,0,0,3
H8_Norfolk,89,115,421,111,37,88,154,112,82,299,125,55,3,24,100
H8_OldLady,32,37,116,44,16,38,44,31,25,80,42,20,4,17,37
H8_Page,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
H8_Porter,18,24,81,19,6,11,16,10,20,39,32,8,1,4,31
H8_Prologue,6,23,67,14,12,8,25,16,25,44,42,23,1,2,21
H8_SECRETARIES.0.1,0,0,0,1,0,0,0,0,2,0,3,1,0,0,1
H8_SERVANTS.LARDER.1,1,2,0,3,0,1,0,5,0,1,1,0,0,1,3
H8_SERVANTS.PORTER.1,20,25,87,24,8,30,32,27,27,43,35,15,1,10,18
H8_SERVANTS.X.1,1,4,10,2,0,0,2,3,5,2,1,2,0,0,1
H8_Sands,12,31,85,27,5,38,30,13,28,47,33,17,0,13,12
H8_Scribe,0,1,8,2,0,0,1,1,2,6,2,0,0,0,2
H8_Sergeant,1,3,12,2,1,3,1,5,1,3,2,1,0,0,1
H8_Suffolk,31,51,164,45,16,42,56,45,31,146,63,32,2,8,44
H8_Surrey,39,41,165,39,23,43,44,31,22,92,49,21,2,11,43
H8_Surveyor,28,45,120,21,7,31,32,46,12,93,52,15,1,11,45
H8_Usher,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
H8_Vaux,1,1,9,0,0,0,3,3,1,7,4,0,0,0,2
H8_Wolsey,155,280,929,221,81,287,311,241,175,498,332,153,20,82,223
Ham_AMBASSADORS,2,5,13,0,2,1,5,2,1,10,2,0,0,3,2
Ham_ATTENDANTS,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0
