R:A::C:P,0 1 4,2 3,5,6
0 1 4,0.782258064516129,0.5822784810126582,0.5,0.5714285714285714
2 3,0.18548387096774194,0.31645569620253167,0.4375,0.39285714285714285
5,0.016129032258064516,0.06329113924050633,0.0,0.03571428571428571
6,0.016129032258064516,0.0379746835443038,0.0625,0.0
