R:A::C:P,0 1 4,2 3 6,5
0 1 4,0.5808383233532934,0.3712574850299401,0.04790419161676647
2 3 6,0.3472222222222222,0.5416666666666666,0.1111111111111111
5,0.25,0.75,0.0
