R:A::C:P,0 1 3 5,2 4,6
0 1 3 5,0.44106463878326996,0.1920152091254753,0.039923954372623575
2 4,0.1520912547528517,0.0741444866920152,0.030418250950570342
6,0.03231939163498099,0.022813688212927757,0.015209125475285171
