R:A::C:P,0,1 2,3 4 5,6
0,0.2153846153846154,0.12222222222222222,0.0935672514619883,0.044444444444444446
1 2,0.6461538461538462,0.7055555555555556,0.6140350877192983,0.4666666666666667
3 4 5,0.09230769230769231,0.12777777777777777,0.2046783625730994,0.3111111111111111
6,0.046153846153846156,0.044444444444444446,0.08771929824561403,0.17777777777777778
