R:A::C:P,0,1 2,3 4 5,6
0,0.053231939163498096,0.04182509505703422,0.030418250950570342,0.0038022813688212928
1 2,0.1596958174904943,0.2414448669201521,0.19961977186311788,0.039923954372623575
3 4 5,0.022813688212927757,0.043726235741444866,0.06653992395437262,0.026615969581749048
6,0.011406844106463879,0.015209125475285171,0.028517110266159697,0.015209125475285171
