R:A::C:P,0,1 2,3 4 5,6
0,0.4117647058823529,0.3235294117647059,0.23529411764705882,0.029411764705882353
1 2,0.24925816023738873,0.3768545994065282,0.3115727002967359,0.06231454005934718
3 4 5,0.14285714285714285,0.27380952380952384,0.4166666666666667,0.16666666666666666
6,0.16216216216216217,0.21621621621621623,0.40540540540540543,0.21621621621621623
