R:A::C:P,0 4,1,2 5,3 6
0 4,0.3368421052631579,0.1724137931034483,0.11666666666666667,0.14285714285714285
1,0.4842105263157895,0.4827586206896552,0.48333333333333334,0.3968253968253968
2 5,0.15789473684210525,0.27586206896551724,0.3,0.3333333333333333
3 6,0.021052631578947368,0.06896551724137931,0.1,0.12698412698412698
