R:A::C:P,0 4,1,2 5,3 6
0 4,0.12955465587044535,0.020242914979757085,0.02834008097165992,0.03643724696356275
1,0.1862348178137652,0.05668016194331984,0.11740890688259109,0.10121457489878542
2 5,0.06072874493927125,0.032388663967611336,0.0728744939271255,0.08502024291497975
3 6,0.008097165991902834,0.008097165991902834,0.024291497975708502,0.032388663967611336
