name,overall,average,f1,mcc
01-23-4-56,0.39511494252873564,0.3542072157618158,0.3411276686118918,0.1409618843725224
0-1-234-56,0.3714080459770115,0.3801168713864149,0.33960574269989524,0.14615107082917178
01-2-34-56,0.3764367816091954,0.348026839690084,0.3352406986216848,0.13802140286056544
0-1-2345-6,0.3879310344827586,0.37670932970437576,0.3329933613251525,0.1461478485533193
0-1-23-456,0.3757183908045977,0.37232537106960134,0.3321898450837476,0.13486663940006288
01-234-5-6,0.39439655172413796,0.3375194187206655,0.3319615895571437,0.13185043017317885
01-2-345-6,0.3613505747126437,0.34753084525538536,0.33069872480745,0.1391882291241306
0-1-2-3456,0.43103448275862066,0.3725299341906141,0.32953021899840873,0.14369258931332743
01-23-45-6,0.35488505747126436,0.3401992927259706,0.3292984843887535,0.13049403119392566
01-2-3-456,0.4166666666666667,0.3331033672210143,0.32765906013691404,0.12414048623980647
0-12-34-56,0.36063218390804597,0.37282982304489665,0.3175396961370433,0.1307349320203639
012-3-4-56,0.45330459770114945,0.3277973069343627,0.313982274646173,0.11670609171622973
0-123-4-56,0.41163793103448276,0.369091372405139,0.3133856634663288,0.11760301686623575
0-12-345-6,0.34554597701149425,0.37233382861019804,0.3129977223228084,0.13190175828392903
0-12-3-456,0.40086206896551724,0.35790635057582687,0.30995805765227247,0.11685401539960492
012-34-5-6,0.4166666666666667,0.31824148204546854,0.30498193646004806,0.11019112270853623
0-1234-5-6,0.4504310344827586,0.3468443845799275,0.3021980401683884,0.10342522664369733
012-3-45-6,0.4130747126436782,0.3137893838985175,0.3021530904230347,0.10623823853763296
0-123-45-6,0.3714080459770115,0.3550834493692938,0.30155647924319046,0.10713516368763898
0123-4-5-6,0.48204022988505746,0.3113810180231895,0.2958237340266531,0.0954652605048528
