R:A::C:P,0 5,1,2,3,4 6
0 5,0.3923076923076923,0.15384615384615385,0.08461538461538462,0.09230769230769231,0.27692307692307694
1,0.30714285714285716,0.25,0.125,0.11071428571428571,0.20714285714285716
2,0.28488372093023256,0.18023255813953487,0.1744186046511628,0.13953488372093023,0.22093023255813954
3,0.24,0.16,0.18,0.18,0.24
4 6,0.2684563758389262,0.12080536912751678,0.14093959731543623,0.12751677852348994,0.3422818791946309
