R:A::C:P,0,1 3 5 6,2 4
0,0.43243243243243246,0.3918918918918919,0.17567567567567569
1 3 5 6,0.18041237113402062,0.5742268041237113,0.24536082474226803
2 4,0.13505747126436782,0.5574712643678161,0.3074712643678161
