R:A::C:P,0,1 3 5 6,2 4
0,0.12598425196850394,0.03717948717948718,0.036312849162011177
1 3 5 6,0.6889763779527559,0.7141025641025641,0.664804469273743
2 4,0.18503937007874016,0.24871794871794872,0.2988826815642458
