R:A::C:P,0,1 3 5 6,2 4
0,0.022988505747126436,0.020833333333333332,0.009339080459770116
1 3 5 6,0.1257183908045977,0.40014367816091956,0.17097701149425287
2 4,0.033764367816091954,0.13936781609195403,0.07686781609195402
