R:A::C:P,0,1 2 6,3 5,4
0,0.3010752688172043,0.10365853658536585,0.12903225806451613,0.12280701754385964
1 2 6,0.6236559139784946,0.7865853658536586,0.6290322580645161,0.6491228070175439
3 5,0.053763440860215055,0.08536585365853659,0.22580645161290322,0.10526315789473684
4,0.021505376344086023,0.024390243902439025,0.016129032258064516,0.12280701754385964
