R:A::C:P,0 1 6,2,3,4 5
0 1 6,0.5425531914893617,0.1016548463356974,0.10874704491725769,0.2470449172576832
2,0.4618181818181818,0.14909090909090908,0.14181818181818182,0.24727272727272728
3,0.4019607843137255,0.14705882352941177,0.14705882352941177,0.30392156862745096
4 5,0.34911242603550297,0.15384615384615385,0.1893491124260355,0.3076923076923077
