R:A::C:P,0,1 5,2 3 4,6
0,0.053231939163498096,0.03231939163498099,0.039923954372623575,0.0038022813688212928
1 5,0.13878326996197718,0.12167300380228137,0.1920152091254753,0.026615969581749048
2 3 4,0.043726235741444866,0.09125475285171103,0.14638783269961977,0.039923954372623575
6,0.011406844106463879,0.015209125475285171,0.028517110266159697,0.015209125475285171
